hprd_id	geneSymbol	refseq_id	all_nomenclature(separated by semi-colon)
10571	PHACTR3	NP_542403.1	Phosphatase and actin regulator 3 isoform 2;Phosphatase and actin regulator 3 isoform 3;Phosphatase and actin regulator 3 isoform 1;SCAPIN1;C20orf101;Scapinin;Chromosome 20 open reading frame 101;Scaffold-associated PP1 inhibiting protein;Scaffold-associated Protein Phosphotase 1 inhibiting protein
10572	SLC39A10	NP_065075.1	KIAA1265;FLJ90515;LZT-Hs2;DKFZp564L2123
10573	SLC25A25	NP_001006642.1	Solute carrier family 25, member 25 isoform d;SCAMC2 mitochondrial calcium dependent solute carrier;Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25;MCSC;PCSCL;SCAMC-2;KIAA1896;Mitochondrial ATP-Mg/Pi carrier;solute carrier family 25, member 25 isoform b;solute carrier family 25, member 25 isoform c;solute carrier family 25, member 25 isoform a
10574	BRD4	NP_490597.1	Bromodomain containing protein 4;Mitotic chromosome associated protein;MCAP;CAP;HUNK1;BRD4/NUT fusion gene;bromodomain-containing protein 4 isoform long;bromodomain-containing protein 4 isoform short
10575	C1QTNF5	NP_056460.1	C1q and tumor necrosis factor related protein 5;CTRP5;Complement C1q tumor necrosis factor related protein 5
10576	TSEN2	NP_079541.1	HsSen2 protein;tRNA intron endonuclease SEN2;tRNA splicing endonuclease subunit SEN2;KIAA1679
10577	AZI2	NP_071906.1	FLJ21939;NAK associated protein 1;5 azacytidine induced gene 2;NAP1;AZ2
10578	DLAT	NP_001922.2	Pyruvate dehydrogenase complex E2 subunit;PDCE2;M2 antigen complex 70 kDa subunit;70 kDa mitochondrial autoantigen of primary biliary cirrhosis;DLTA;EC 2.3.1.12;E2
10579	MED13L	NP_056150.1	Thyroid hormone receptor associated protein 2;MED13L;KIAA1025;TRAP240L;PROSIT240;TRAP240 like protein;Protein similar to TRAP240
10580	ANKK1	NP_848605.1	X kinase;PKK2;Protein kinase PKK2
10581	GTF2H5	NP_997001.1	General transcription factor IIH polypeptide 5;TFB5;TTDA;C6orf175;FLJ30544;bA120J8.2;Chromosome 6 open reading frame 175;TFIIH basal transcription factor complex TTDA subunit;Transcription factorIIH 8 KD subunit
10582	GJC2	NP_065168.2	Gap junction protein alpha 12 47kDa;Cx47;CX46.6;PMLDAR;Connexin46.6;Gap junction protein 47kDa
10583	EFHC1	NP_060570.2	EJM1;FLJ10466
10584	SUMO4	NP_001002255.1	SMT3 suppressor of mif two 3 homolog 4;Ubiquitin-like modifier 4 protein;SMT3H4;SUMO-4;dJ281H8.4;Small ubiquitin-like modifier 4
10585	RDH12	NP_689656.2	LCA3;FLJ30273;Retinol dehydrogenase, all-trans and 9-cis
10586	ABCC13	AAL99903.1	-
10587	VASN	NP_612449.2	VASN;LOC114990;Hypothetical protein BC013767;SLITL2
10588	ARL6	NP_115522.1	BBS3;MGC32934;ARF-like 6
10589	FGFR1OP2	NP_056448.1	HSPC123 like;DKFZp564O1863;FGFR1OP2/FGFR1 fusion gene
10590	CD109	NP_598000.2	Gov platelet alloantigens;FLJ38569;DKFZp762L1111;Gov system alloantigens on platelets
10591	ATP6V1H	NP_998785.1	SFD;VMA13;CGI-11;MSTP042;SFDbeta;SFDalpha;V-ATPase H subunit;Vacuolar proton pump H subunit;Vacuolar ATP synthase subunit H;EC Number: 3.6.3.14;ATPase, H+ transporting, lysosomal 50/57kD, V1 subunit H;Nef binding protein 1;NBP1;V1H;ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H isoform 1;ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H isoform 2;EC 3.6.3.14;V-ATPase 50/57 kDa subunits
10592	PCF11	NP_056969.2	PCF11p homolog;KIAA0824
10593	VPS13D	NP_056193.2	Vacuolar protein sorting 13D isoform 2;FLJ10619;KIAA0453;VPS13D-2A;VPS13D-1A protein;Vacuolar protein sorting 13D isoform 1;FLJ23066
10594	PPARGC1B	NP_573570.2	PGC-1-related estrogen receptor alpha coactivator;PERC;PGC1B;PGC-1 beta
10595	CHD7	NP_060250.2	KIAA1416;FLJ20357;FLJ20361
10596	SLC6A19	NP_001003841.1	Amino acid transporter system B0;Sodium-dependent amino acid transporter;System B0 neutral amino acid transporter;Solute carrier family 6 (neurotransmitter transporter), member 19;HND
10597	AHI1	NP_060121.3	ORF1;FLJ20069;Abelson helper integration site
10598	UNC13D	NP_954712.1	Unc-13 homolog D;Munc13-4;FHL3;HLH3;HPLH3
10599	ATPAF2	NP_663729.1	ATP12;ATP12p;MGC29736
10600	FOXP4	NP_001012426.1	Forkhead box P4 isoform 3;Forkhead box P4 isoform 2;Winged helix repressor FOXP4;Fork head related protein like A;Forkhead box protein P4;FKHLA;Forkhead box P4 isoform 1
10601	MMRN2	NP_079032.2	EMILIN3;ENDOGLYX1;EndoGlyx-1 p125/p140 subunit;FLJ13465;EMILIN like protein EndoGlyx-1;Elastin microfibril interfacer 3;PEM87
10602	FREM2	NP_997244.3	Hypothetical protein DKFZp686J0811
10603	RIF1	NP_060621.3	Telomere associated protein RIF1 homolog;Rif1;FLJ12870
10604	TTLL1	NP_036395.1	KIAA0173;C22ORF7;HS323M22B;Tubulin tyrosine ligase;Chromosome 22 open reading frame 7
10605	TRPM3	NP_001007472.2	Transient receptor potential cation channel, subfamily M, member 3 isoform c;Transient receptor potential cation channel, subfamily M, member 3 isoform k;Transient receptor potential cation channel, subfamily M, member 3 isoform a;Transient receptor potential cation channel, subfamily M, member 3 isoform b;Transient receptor potential cation channel, subfamily M, member 3 isoform d;Transient receptor potential cation channel, subfamily M, member 3 isoform e;Transient receptor potential cation channel, subfamily M, member 3 isoform f;Transient receptor potential cation channel, subfamily M, member 3 isoform g;Transient receptor potential cation channel, subfamily M, member 3 isoform h;Melastatin 2;Long transient receptor potential channel 3;LTRPC3;KIAA1616 protein;MLSN2
10606	C15orf55	NP_786883.1	NUT;Nuclear protein in testis;DKFZp434O192
10607	TBPL2	NP_950248.1	TPB related factor3;TRF3;TBP2
10608	ACVR1C	NP_660302.2	ALK7;ACVRLK7;Activin receptor like kinase 7
10609	DUX1	NP_036278.1	DUX5
10610	ANKS1A	NP_056060.2	KIAA0229;Ankyrin repeat and sterile alpha motif domain containing 1;Ankyrin repeat and SAM domain containing 1;Ankyrin repeat and sterile alpha motif domains containing protein 1
10611	TEKT1	NP_444515.1	-
10612	BCL9L	NP_872363.1	BCL9-2;DLNB11;Nuclear co factor of beta catenin signalling
10613	LRRK2	AAV63975.1	PARK8;ROCO2;FLJ45829;Dardarin
10614	WDR5	NP_060058.1	WD repeat domain 5 protein;BIG-3;WD repeat containing protein 5;BMP2-Induced gene, 3-KB
10615	SPINLW1	NP_065131.1	WAP four disulfide core domain 7;Serine peptidase inhibitor-like, with Kunitz and WAP domains 1 isoform 1;Serine peptidase inhibitor-like, with Kunitz and WAP domains 1 isoform 2;Serine protease inhibitor like, with Kunitz and WAP domains 1;WAP7;WFDC7;EPPIN1;EPPIN2;EPPIN3;dJ461P17.2;Epididymal protease inhibitor;EPPIN;Protease inhibitor WAP7
10616	TUBGCP4	NP_055259.2	76P;GCP4
10617	RPL14	NP_003964.3	60S ribosomal protein L14;CAG-ISL 7
10618	CYorf15A	NP_001005852.2	Chromosome Y open reading frame 15A
10619	DUXA	NP_001012747.1	-
10620	AAK1	NP_055726.3	KIAA1048;Adaptor associated kinase 1
10621	PCGF2	NP_009075.1	MEL 18;ZNF144;MGC10545;Zinc finger protein 144;Zinc finger protein 144 (Mel 18);DNA binding protein Mel 18
10622	ABCA6	NP_525023.2	EST155051;ABC transporter ABCA6;ATP binding cassette sub family A member 6
10623	ABLIM2	NP_001123555.1	Actin binding LIM protein family member 2;KIAA1808
10624	ABTB2	NP_665803.1	Ankyrin repeat and BTB (POZ) domain containing 2;Hypothetical protein FLJ38313
10625	ACAD10	NP_001130010.1	MGC5601
10626	ACCN3	NP_064717.1	Amiloride sensitive cation channel 3 isoform a;Amiloride sensitive cation channel 3 isoform c;ASIC3;Acid sensing ion channel 3;TNaC1;SLNAC1;Testis sodium channel 1;Modulatory subunit of ASIC2a;Proton-gated cation channel subunit;Amiloride sensitive cation channel 3 isoform b
10627	A1CF	NP_620310.1	Apobec-1 complementation factor isoform 3;Apobec-1 complementation factor isoform 1;Apobec-1 complementation factor isoform 2
10628	METTL11A	NP_054783.2	-
10629	MIF4GD	NP_065730.2	MGC45027;AD023
10630	ADCK1	NP_065154.2	FLJ39600
10631	ADCK2	NP_443085.2	aarF domain containing kinase 2;MGC20727
10632	ADCK4	NP_079152.3	aarF domain containing kinase 4;FLJ12229
10633	NBPF3	NP_115640.1	AE2;DKFZp434D177;RP11-293F5.5;LOC84224;Protein AE2;Protein L7;Protein SHIIIa4
10634	CASC5	NP_733468.2	Cancer susceptibility candidate 5 isoform 2;D40;AF15Q14 protein;KIAA1570;KNL-1AF15q14;cancer susceptibility candidate 5 isoform 1
10635	AFTPH	NP_982261.2	FLJ20080 protien;FLJ23793 protein;MGC33965 protein
10636	ATP13A3	NP_078800.3	ATPase family homolog up-regulated in senescence cells;Probable cation-transporting ATPase 3;EC 3.6.3.-
10637	AGPAT3	NP_064517.1	1-acylglycerol-3-phosphate O-acyltransferase 3;MGC4604;1-AGP acyltransferase 3;Lysophosphatidic acid acyltransferase gamma1;1-acyl-sn-glycerol-3-phosphate acyltransferase gamma;1AGPAT 3;LPAAT gamma;EC 2.3.1.51
10638	AGXT2	NP_114106.1	AGT2;Beta-ALAAT II;Beta-alanine-pyruvate aminotransferase;(R)-3-amino-2-methylpropionate-pyruvate transaminase;D-AIBAT;EC 2.6.1.40
10639	AGXT2L1	NP_112569.2	-
10640	AK7	NP_689540.2	FLJ32864;EC 2.7.4.3
10641	AKAP8L	NP_055186.2	Neighbor of A kinase anchoring protein 95;Helicase A binding protein 95 kDa;Homologous to AKAP95 protein;NAKAP95;HAP95;HA95;HRIHFB2018
10642	ALLC	NP_060906.3	ALC;Allantoate amidinohydrolase
10643	ALS2CL	NP_667340.2	RN49018;ALS2 C-terminal like isoform 1;ALS2 C terminal like isoform 3;FLJ36525;DKFZp686I0110
10644	ALS2CR16	NP_991106.1	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 16;Hypothetical protein FLJ38974
10645	ANKIB1	NP_061877.1	Ankyrin repeat and IBR domain containing 1;KIAA1386;DKFZP434A0225
10646	ANKMY1	NP_057636.2	Ankyrin repeat and MYND domain containing 1 isoform 1;Ankyrin repeat and MYND domain containing 1 isoform 2;Ankyrin repeat and MYND domain containing 1;ZMYND13;FLJ20499;Testis specific ankyrin like protein 1;Zinc finger MYND domain protein 13;TSAL1
10647	ANKRD1	NP_055206.2	ALRP;CARP;C 193;CVARP;MCARP;Cardiac ankyrin repeat protein;Cytokine inducible nuclear protein
10648	ANKRD17	NP_115593.3	Ankyrin repeat domain protein 17 isoform b;GTAR;FLJ22206;KIAA0697;NY-BR-16;Gene trap ankyrin repeat;Serologically defined breast cancer antigen;ankyrin repeat domain protein 17 isoform a
10649	ANKRD20A1	NP_115626.1	DKFZp434A171
10650	ANKRD27	NP_115515.2	Ankyrin repeat domain 27;FLJ00040;DKFZp434L0718;VPS9 domain
10651	ANKRD28	NP_056014.2	KIAA0379
10652	ANKRD5	NP_071379.3	FLJ21669;Ankyrin repeat domain 5
10653	SPEG	NP_005867.3	Aortic preferentially expressed protein 1;SPEG;KIAA1297;MGC12676;Striated muscle preferentially expressed protein;Hypothetical protein FLJ44536
10654	ATG3	NP_071933.2	2610016C12Rik;PC3-96;FLJ22125;MGC15201;DKFZp564M1178;Apg3p;APG3;Autophagy Apg3p/Aut1p
10655	SHROOM1	NP_597713.1	KIAA1960;APXL2
10656	ARHGAP11A	NP_055598.1	KIAA0013;MGC70740;GAP (1-12)
10657	ARHGAP20	NP_065860.2	Rho GTPase activating protein 20;KIAA1391;RARHOGAP;RA and RhoGAP domain containing protein
10658	ARHGEF17	NP_055601.2	Tumor endothelial marker 4;TEM4;KIAA0337;P164RHOGEF;Rho-specific guanine-nucleotide exchange factor 164 kDa
10659	ARHGEF19	NP_694945.2	FLJ33962
10660	ARID1B	NP_059989.1	AT rich interactive domain 1B (SWI1-like);6A3-5;DAN15;p250R;BAF250b;ELD/OSA1;KIAA1235;Eld (eyelid)/Osa protein;BRG1-binding protein ELD/OSA1;hOsa2;hELD/OSA1
10661	ARID4B	NP_057458.4	AT rich interactive domain 4B isoform 1;AT rich interactive domain 4B isoform 2;BCAA;RBP1L1;SAP180;SIN3A-associated protein 180;mSin3A-associated protein 180;RBBP1L1;BRCAA1;Rb binding protein homolog;Breast cancer associated antigen BRCAA1;Retinoblastoma binding protein 1 like 1;Breast carcinoma associated antigen BCAA;AT rich interactive domain 4B RBP1 like
10662	ATL2	NP_001129145.1	FLJ23293;Aip 2
10663	ARMC4	NP_060546.2	FLJ10376;FLJ10817;DKFZP434P1735
10664	ARRDC4	NP_899232.2	-
10665	SRRT	NP_056992.4	Arsenate resistance protein ARS2 isoform b;ARS2;Arsenate resistance protein ARS2;Arsenate resistance protein ARS2 isoform a
10666	ASB10	NP_001135931.1	Ankyrin repeat and SOCS box containing 10
10667	ASB13	NP_078977.2	Ankyrin repeat and SOCS box containing 13;FLJ13134;MGC19879
10668	ASB14	NP_001136205.2	Ankyrin repeat and SOCS box containing 14
10669	ASB15	Q8WXK1	Asb 15
10670	ASB16	NP_543139.4	Ankyrin repeat and SOCS box containing 16;FLJ30165
10671	ASB17	NP_543144.1	Ankyrin repeat and SOCS box containing 17
10672	ASB5	NP_543150.1	Ankyrin repeat and SOCS box containing 5;SOCS box protein ASB 5
10673	ASB6	NP_060343.1	FLJ20548;MGC1024;Ankyrin repeat and SOCS box-containing 6 isoform 2;Ankyrin repeat and SOCS box-containing 6 isoform 1
10674	ASB7	NP_937886.1	FLJ22551;Ankyrin repeat and SOCS box-containing protein 7 isoform 2;Ankyrin repeat and SOCS box-containing protein 7 isoform 1
10675	ASB8	NP_077000.1	Ankyrin repeat and SOCS box containing 8;MGC5540;PP14212;FLJ21255
10676	ASXL2	NP_060733.4	ASXH2;FLJ10898;KIAA1685;Polycomb group protein ASXH2
10677	ASZ1	NP_570124.1	GASZ;Orf3;C7orf7;Chromosome 7 open reading frame 7
10678	ATAD2	NP_054828.2	ATPase family, AAA domain containing 2;MGC5254;PRO2000 protein;MGC29843;DKFZp667N1320
10679	ATAD3B	NP_114127.3	KIAA1273;AAA ATPase TOB3;TOB3
10680	ATP10B	NP_079429.2	ATPVB;KIAA0715;Potential phospholipid transporting ATPase VB;EC 3.6.3.1
10681	ATP8B4	NP_079113.2	ATPase Class I type 8B member 4;ATPIM;KIAA1939;Potential phospholipid-transporting ATPase IM;EC: 3.6.3.1
10682	RICTOR	NP_689969.2	TORC2 specific protein AVO3;MGC39830;AVO3;KIAA1999;mAVO3;DKFZp686B11164;Rapamycin-insensitive companion of mTOR;Pianissimo
10683	-	BAC04589.1	-
10684	EIF2AK1	NP_055228.2	Heme-regulated initiation factor 2-alpha kinase;Heme sensitive initiation factor 2a kinase;Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase;Heme-regulated inhibitor;Heme-controlled repressor;Hemin-sensitive initiation factor-2 alpha kinase;PRO1362;HCR;EC 2.7.1.37;HRI;KIAA1369;Heme-regulated eIF2alpha kinase
10685	BAGE3	NP_872287.1	-
10686	PARP9	NP_113646.2	BAL;B aggressive lymphoma gene
10687	EIF4E3	NP_001128123.1	MGC39820;MGC86971
10688	BBX	NP_001136040.1	MDS001;x 001 protein
10689	BMS1	NP_055568.3	KIAA0187;Ribosome biogenesis protein BMS1
10690	BPIL1	NP_079503.1	RYSR;LPLUNC2;C20orf184;Bactericidal/permeability increasing protein like 1;Long palate lung and nasal epithelium carcinoma associated protein 2
10691	BRUNOL6	NP_443072.3	CELF6;RNA-binding protein BRUNOL-6;CUG-BP and ETR-3 like factor 6
10692	NACC1	NP_443108.1	NAC1;Transcriptional repressor NAC1
10693	BTN3A1	NP_008979.3	BTF5;BT3.1;Butyrophilin;butyrophilin, subfamily 3, member A1
10694	C10orf137	NP_056423.2	EDRF1;Erythroid differentiation related factor 1;Chromosome 10 open reading frame 137
10695	C10orf18	NP_060252.3	FLJ20360;bA318E3.2;DKFZp781E1986;LOC54906
10696	CCDC109A	NP_612366.1	FLJ46135;Chromosome 10 open reading frame 42;C10orf42
10697	C10orf47	NP_694988.3	Chromosome 10 open reading frame 47;MGC35403
10698	C10orf68	NP_078964.2	Chromosome 10 open reading frame 68;FLJ13031
10699	C10orf71	NP_001128668.1	FLJ45913;Chromosome 10 open reading frame 71
10700	CCNY	NP_659449.3	Cyclin fold protein 1 isoform 2;Cyclin fold protein 1 isoform 1;CFP1;CBCP1;Cyclin fold protein 1;Cyclin box carrying protein 1
10701	C10orf95	NP_079162.1	Chromosome 10 open reading frame 95;FLJ14280
10702	FAM188A	NP_079224.1	CARD containing protein;Hypothetical protein FLJ13397;DERP5;Dermal papilla derived protein 5;Hypothetical protein DKFZp547B174;Chromosome 10 open reading frame 97
10703	SAPS3	NP_060782.2	FLJ11058 protein;SAPL;SAPLa;Sporulation induced transcript 4 associated protein SAPLb;Sporulation induced transcript 4 associated protein SAPLa;Chromosome 11 open reading frame 23
10704	C11orf24	NP_071733.1	DM4E3;Chromosome 11 open reading frame 24
10705	C12orf10	NP_067653.3	MYG1 protein;MST024;MSTP024;Chromosome 12 open reading frame 10;MYG
10706	SKA3	NP_659498.4	Chromosome 13 open reading frame 3;MGC4832;RAMA1
10707	ZNF828	NP_115812.1	Chromosome 13 open reading frame 8;FLJ90413;KIAA1802
10708	NGDN	AAH30817.1	Chromosome 14 open reading frame 120;DKFZP564O092
10709	HEATR5A	NP_056288.1	DKFZP434I1735;DKFZp781E083;C14orf125;MGC72028
10710	C14orf133	NP_071350.2	Chromosome 14 open reading frame 133;FLJ12707
10711	CLEC14A	NP_778230.1	EGFR-5;Chromosome 14 open reading frame 27;CEG1;ClECT and EGF-like domain containing protein;Epidermal growth factor receptor 5
10712	C14orf37	NP_001001872.2	Human full length cDNA clone CS0DC025YL05 of neuroblastoma;Chromosome 14 open reading frame 37
10713	C14orf4	NP_078772.1	KIAA1865;Chromosome 14 open reading frame 4
10714	CCDC85C	NP_001138467.1	Chromosome 14 open reading frame 136;FLJ22558;C14orf136;Chromosome 14 open reading frame 65
10715	PIF1	NP_079325.2	Chromosome 15 open reading frame 20;PIF1;DNA helicase homolog PIF1
10716	RNF213	NP_065965.4	KIAA1554;Chromosome 17 open reading frame 27
10717	C18orf19	NP_689565.2	HsT2329;MGC24180;LOC125228
10718	C18orf30	NP_997230.1	Chromosome 18 open reading frame 30
10719	INO80C	NP_001092287.1	Ies6-similar protein isoform 2;Ies6-similar protein isoform 1;hIes6;FLJ38183;Ies6-similar protein
10720	DSEL	NP_115536.1	Chromosome 18 open reading frame 4
10721	WDR62	NP_001077430.1	Chromosome 19 open reading frame 14;FLJ33298;DKFZP434J046;WD repeat domain 62 isoform 1
10722	FAM71E2	NP_001138874.1	Chromosome 19 open reading frame 16;DKFZp434G1729
10723	SMG7	AAH36381.1	SMG 7 isoform 1;SMG 7 isoform 2;SMG 7 isoform 3;SMG 7 isoform 4;EST1C;SMG 7;KIAA0250;Ever shorter telomeres 1C;Chromosome 1 open reading frame 16;C1orf16
10724	EDEM3	NP_079467.3	Chromosome 1 open reading frame 22;Alpha mannosidase C1orf22;C1orf22
10725	FAM129A	NP_443198.1	Chromosome 1 open reading frame 24;Niban protein;NIBAN
10726	C1orf26	NP_060143.4	Chromosome 1 open reading frame 26;FLJ20121;Hypothetical protein FLJ20121
10727	TTC39A	NP_001138304.1	DEME-6;KIAA0452;Chromosome 1 open reading frame 34
10728	C20orf112	NP_542183.2	DKFZP566G1424;Chromosome 20 open reading frame 112
10729	PRPF6	NP_036601.2	TOM;ANT-1;Chromosome 20 open reading frame 14;U5 snRNP associated 102 kDa protein;Androgen receptor N terminal domain transactivating protein 1;Putative mitochondrial outer membrane protein import receptor;Pre-mRNA splicing factors Prp1/Zer and Prp6;p102 U5 small nuclear ribonucleoprotein particle binding protein;C20orf14;hPrp6;U5-102K;PRP6 pre-mRNA processing factor 6 homolog;bB152O15.1;Pre-mRNA-processing factor 6
10730	TSHZ2	NP_775756.3	OVC10-2;FLJ33887;Ovarian cancer related protein;ZNF218
10731	KIF16B	NP_078980.3	Kinesin like motor protein C20orf23;C20orf23 protein;Chromosome 20 open reading frame 23;KISC20ORF;FLJ20135;SNX23;Kinesin motor protein
10732	ESF1	NP_057733.2	FLJ20368;HDCMC28P;bA526K24.1;Chromosome 20 open reading frame 6
10733	C21orf100	NP_659470.1	Chromosome 21 open reading frame 100
10734	C21orf109	AAM18047.1	Chromosome 21 open reading frame 109
10735	C21orf121	NP_932344.1	PRED87
10736	C21orf123	NP_954644.1	PRED80
10737	C21orf124	NP_116309.1	-
10738	C21orf125	NP_919285.1	PRED49;FLJ38036
10739	N6AMT1	NP_037372.2	N6-DNA-methyltransferase isoform 1;N6-DNA-methyltransferase isoform 2;N6AMT1;PRED28;MGC19995;N6 DNA methyltransferase;C21orf127
10740	C21orf128	NP_689720.1	FLJ33471;Chromosome 21 open reading frame 128
10741	C21orf129	NP_689719.1	PRED76;FLJ32835;Chromosome 21 open reading frame 129
10742	LCA5L	NP_689718.1	Chromosome 21 open reading frame 13;MGC33295;Hypothetical 76.5 kD protein;O95447;Myosin heavy chain and kinesin homology
10743	SETD4	NP_059134.1	C21orf27;Chromosome 21 open reading frame 27;Chromosome 21 open reading frame 18;C21orf18
10744	C21orf24	NP_001001789.1	Chromosome 21 open reading frame 24
10745	C2CD2	NP_056315.1	MGC71445;DKFZP586F0422;Chromosome 21 open reading frame 25;Hypothetical protein LOC25966 isoform 1
10746	C21orf34	NP_001005734.1	Hypothetical protein LOC388815;Hypothetical protein LOC388815 isoform b;Hypothetical protein LOC388815 isoform a;C21orf35;Chromosome 21 open reading frame 35
10747	TMEM50B	NP_006125.2	chromosome 21 open reading frame 4 Interferon receptor cluster;Chromosome 21 open reading frame 4
10748	C21orf42	NP_478064.1	Chromosome 21 open reading frame 42
10749	C21orf45	NP_061817.1	B28;FASP1;C21orf46;FAPP1 associated protein 1;chromosome 21 open reading frame 46;Chromosome 21 open reading frame 45
10750	C21orf49	NP_001006116.1	Chromosome 21 open reading frame 49
10751	FAM165B	AAL91137.1	Chromosome 21 open reading frame 51
10752	DNAJC28	NP_060303.2	C21orf78;FLJ20461;Chromosome 21 open reading frame 55
10753	C21orf56	NP_001136326.1	Chromosome 21 open reading frame 56;DKFZp434N0650
10754	C21orf57	NP_478061.1	Hypothetical protein LOC54059;Hypothetical protein LOC54059 isoform 1;Hypothetical protein LOC54059 isoform 2
10755	C21orf58	NP_478060.2	Chromosome 21 open reading frame 58
10756	C21orf59	NP_067077.1	FLJ37137;FLJ40247;Hypothetical protein LOC56683;Hypothetical protein LOC56683 isoform 2;Chromosome 21 open reading frame 59;C21orf48;FLJ20467;Chromosome 21 open reading frame 48
10757	RWDD2B	NP_058636.1	Chromosome 21 open reading frame 6;GL011
10758	MRAP	NP_848932.1	Chromosome 21 open reading frame 61;FALP;Fat cell specific low molecular weight protein;B27
10759	C21orf62	NP_062542.5	Chromosome 21 open reading frame 62;B37
