00001	-	NP_000680.2	ALDH1A1	General	Aldehyde dehydrogenase activity (GO:0004028)	1709013	Aldehyde metabolism (GO:0006081)	1709013	-	-
08909	08909_6	NP_277023.1	CDK11B	Isoform_specific	-	-	Signal transduction (GO:0007165); Cell communication (GO:0007154)	-,-	-	-
08909	08909_8	NP_277022.1	CDK11B	Isoform_specific	-	-	Signal transduction (GO:0007165); Cell communication (GO:0007154)	-,-	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	17081983,17081983
08910	-	NP_006249.1	PRKG1	General	Protein serine/threonine kinase activity (GO:0004674)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Golgi apparatus (GO:0005794); Nucleus (GO:0005634); Perinuclear region (GO:0048471)	10671526,11175347,15051728
08911	-	NP_002701.1	PPP1CC	General	Protein serine/threonine phosphatase activity (GO:0004722)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Nucleus (GO:0005634); Cytoplasm (GO:0005737); Nucleolus (GO:0005730); Microtubule (GO:0005874)	9606212,9606212,9606212,11790298,15635413,15561729
08912	-	NP_002706.1	PPP2CA	General	Protein serine/threonine phosphatase activity (GO:0004722)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Cytoplasm (GO:0005737); Chromosome (GO:0005694); Mitochondrion (GO:0005739)	-,16541025,15598749
08913	-	NP_000527.2	RAG2	General	DNA binding (GO:0003677)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	12861017
08914	-	NP_002593.1	PDE6G	General	Enzyme inhibitor activity (GO:0004857)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Cytoplasm (GO:0005737)	-
08915	-	NP_001036068.1	KDM5A	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	8414517,17081983
08916	-	NP_000928.1	POLR2A	General	DNA-directed RNA polymerase activity (GO:0003899)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	10773068
08917	-	NP_998786.2	HTR3A	General	Intracellular ligand-gated ion channel activity (GO:0005217)	7565620	Transport (GO:0006810)	7565620	Plasma membrane (GO:0005886); Endoplasmic reticulum (GO:0005783)	12359150,12359150
08918	-	NP_003043.3	SLC34A1	General	Auxiliary transport protein activity (GO:0015457)	-	Transport (GO:0006810)	-	Plasma membrane (GO:0005886)	8327470
08919	-	NP_003032.1	SLC5A2	General	Auxiliary transport protein activity (GO:0015457)	-	Transport (GO:0006810)	-	Plasma membrane (GO:0005886)	8244402
08920	-	NP_001039.1	SST	General	Peptide hormone (GO:0005180)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Extracellular (GO:0005576)	15472172,8612489,4682131
08921	-	NP_003097.1	SOX2	General	Transcription factor activity (GO:0003700)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
08922	-	NP_055664.3	SV2A	General	Neurotransmitter transporter activity (GO:0005326)	-	Biological_process unknown (GO:0000004)	-	-	-
08923	-	NP_000724.1	CD3E	General	T cell receptor binding (GO:0042608)	9485181,12110186	Immune response (GO:0006955)	11439187,9886373	Plasma membrane (GO:0005886); Cytoplasm (GO:0005737); Nucleus (GO:0005634)	12626537,7500045,9120393,8920877,1387664,8626450
08924	-	NP_004347.1	CD81	General	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Plasma membrane (GO:0005886); Endosome (GO:0005768)	12421929,12421929
08925	-	NP_004079.3	DNTT	General	DNA-directed DNA polymerase activity (GO:0003887)	11554927,15356150	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	11554927,15356150	Nucleus (GO:0005634)	10570175,15356150
08926	-	NP_000449.1	HNF1B	General	Transcription factor activity (GO:0003700)	15522234	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	15522234	Nucleus (GO:0005634)	1677179,14633622
08927	-	AAB48030.1	TPR	General	Molecular function unknown (GO:0005554)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Cytoplasm (GO:0005737); Nucleus (GO:0005634); Nucleolus (GO:0005730); Nuclear membrane (GO:0005635)	7798308,11952838,17081983,9864356,11248057,11952838,17081983,11248057,15635413,12513910,15561729
08928	-	NP_001505.1	GTF2B	General	Transcription factor activity (GO:0003700)	16878124	-	-	Nucleus (GO:0005634); Nucleolus (GO:0005730); Kinetochore (GO:0000776)	10409729,15635413,11780067
08929	-	NP_003270.1	TNNC2	General	Calcium ion binding (GO:0005509)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Extracellular (GO:0005576)	16188874
08930	-	NP_003271.1	TNNC1	General	Calcium ion binding (GO:0005509)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	-	-
08931	-	NP_003324.1	UBA52	General	Structural constituent of ribosome (GO:0003735)	-	Protein metabolism (GO:0019538)	-	Ribosome (GO:0005840); Extracellular (GO:0005576)	1850507,16199891
08931	08931_1	NP_003324.1	UBA52	Isoform_specific	Structural constituent of ribosome (GO:0003735)	-	Protein metabolism (GO:0019538)	-	-	-
08932	-	NP_003355.1	UPP1	General	Phosphorylase activity (GO:0004645)	7488099	Metabolism (GO:0008152); Energy pathways (GO:0006091); Pyrimidine salvage (GO:0008655)	12084455,-,11278417	Cytoplasm (GO:0005737)	11278417,12084455
08933	-	NP_000454.1	UGT1A1	General	Transferase activity (GO:0016740)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Endoplasmic reticulum (GO:0005783)	11179460,10748067
08934	-	NP_006750.3	UGP2	General	Nucleotidyltransferase activity (GO:0016779)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	-	-
08934	08934_1	NP_006750.3	UGP2	Isoform_specific	Nucleotidyltransferase activity (GO:0016779)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	-	-
08935	-	NP_066964.1	XRCC5	General	DNA repair protein (GO:0003685)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634); Cytoplasm (GO:0005737); Nucleolus (GO:0005730); Mitochondrion (GO:0005739)	12391174,17283121,19059367,11741501,15635413,15598749
08936	-	NP_067040.1	ZNF77	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
08937	-	NP_078774.1	ZNF117	General	-	-	-	-	Nucleus (GO:0005634)	17081983
08938	-	NP_002532.2	OGDH	General	Catalytic activity (GO:0003824)	9727038	Metabolism (GO:0008152); Energy pathways (GO:0006091)	15466852,15466852	Mitochondrion (GO:0005739)	8020988,15033988,15598749
08938	08938_1	NP_002532.2	OGDH	Isoform_specific	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	-	-
08939	-	NP_000054.2	C2	General	Complement activity (GO:0003811)	-	Immune response (GO:0006955)	-	Extracellular (GO:0005576)	8621452,10734221
08940	-	NP_003928.1	KYNU	General	Hydrolase activity (GO:0016787)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	-	-
08941	-	NP_683725.1	CYB5A	General	Oxidoreductase activity (GO:0016491)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739)	7649306,9813010,15598749
08942	-	NP_000389.1	CYB5R3	General	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Endoplasmic reticulum (GO:0005783); Mitochondrion (GO:0005739); Plasma membrane (GO:0005886); Cytoplasm (GO:0005737)	8978818,8978818,15598749,9207238,9207238,9639531
08943	-	NP_000268.1	PAH	General	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	-	-
08944	-	NP_009048.1	TRH	General	Peptide hormone (GO:0005180)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Extracellular (GO:0005576)	2126343
08946	-	NP_005131.1	CNGA2	General	Intracellular ligand-gated ion channel activity (GO:0005217)	-	Transport (GO:0006810)	-	Plasma membrane (GO:0005886)	-
08947	-	NP_000522.3	OTC	General	Carboxyl- and carbamoyltransferase activity (GO:0016743)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739); Cytoplasm (GO:0005737)	6372096,6169723,6942417,7085676,3943133,6942417,6169723,3943133
08948	-	NP_002527.1	TBC1D25	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	-	-
08949	-	NP_002751.1	PRKY	General	Protein serine/threonine kinase activity (GO:0004674)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Nucleus (GO:0005634)	-
08950	-	NP_003874.2	HDAC3	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	,9501169,11013263,,9501169
08950	08950_1	NP_003874.2	HDAC3	Isoform_specific	-	-	-	-	Nucleus (GO:0005634)	17081983
08952	-	NP_776057.1	MT-ND2	General	Oxidoreductase activity (GO:0016491)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739)	9878551,15069201
08953	-	NP_776058.1	MT-ND3	General	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739)	9878551
08954	-	NP_776059.1	MT-ND4	General	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739)	3921850
08955	-	NP_776060.1	MT-ND4L	General	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739)	3921850
08956	-	NP_776062.1	MT-ND6	General	Catalytic activity (GO:0003824)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739)	15922297
08957	-	NP_001073960.1	USP6NL	General	GTPase activator activity (GO:0005096)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Cytoplasm (GO:0005737)	12399475
08958	-	NP_057168.1	RASD1	General	Guanyl-nucleotide exchange factor activity (GO:0005085)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Cytoplasm (GO:0005737)	11086993
08959	-	NP_000951.1	PTGIR	General	G-protein coupled receptor activity (GO:0004930)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Plasma membrane (GO:0005886)	12488443,12446735,7512962,11502878
08960	-	NP_001788.2	CDH11	General	Cell adhesion molecule activity (GO:0005194)	-	Cell growth and/or maintenance (GO:0008151)	-	Extracellular (GO:0005576); Plasma membrane (GO:0005886); Cytoplasm (GO:0005737)	10320525,10550312,10550312
08961	-	NP_835221.2	DLX1	General	Transcription factor activity (GO:0003700)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	14769946,14671321
08962	-	NP_006519.1	TFPI2	General	Protease inhibitor activity (GO:0030414)	-	Protein metabolism (GO:0019538)	-	Extracellular (GO:0005576); Plasma membrane (GO:0005886); Endoplasmic reticulum (GO:0005783)	8914837,9445254,11834519,11945080,11834519,11945080
08963	-	NP_004088.2	EMX1	General	Transcription factor activity (GO:0003700)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	8843394,7601155
08964	-	NP_055377.1	OTX1	General	Transcription factor activity (GO:0003700)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	10624946,10624946
08965	-	NP_005904.1	MC5R	General	G-protein coupled receptor activity (GO:0004930)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Plasma membrane (GO:0005886)	8396929,7739752
08966	-	NP_005411.1	SULT1E1	General	Sulfotransferase activity (GO:0008146)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Cytoplasm (GO:0005737)	9348232
08967	-	NP_997698.1	ABCA2	General	Transporter activity (GO:0005215)	-	Transport (GO:0006810)	-	Lysosome (GO:0005764); Cytoplasm (GO:0005737)	11309290,15093135,17081983
08968	-	NP_001972.1	EPS15	General	Calcium ion binding (GO:0005509)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Cytoplasmic vesicle (GO:0016023); Plasma membrane (GO:0005886); Endosome (GO:0005768); Cytoplasm (GO:0005737); Nucleus (GO:0005634); Cytosol (GO:0005829); Coated vesicle (GO:0030135)	9049247,9049247,9182572,9049247,15465819,17081983,15465819,9182572,9182572
08969	-	NP_005989.3	CCT3	General	Chaperone activity (GO:0003754)	10635329,8573069	Protein metabolism (GO:0019538)	7953530	Cytoplasm (GO:0005737); Nucleolus (GO:0005730); Microtubule (GO:0005874)	10635329,8573069,11790298,15561729
08970	-	NP_004916.1	AQP3	General	Water channel activity (GO:0015250)	-	Transport (GO:0006810)	-	Plasma membrane (GO:0005886)	9525951,12239222
08971	-	NP_000746.2	CRAT	General	Acyltransferase activity (GO:0008415)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Mitochondrion (GO:0005739); Peroxisome (GO:0005777); Endoplasmic reticulum (GO:0005783)	7829107,7829107,7829107
08972	-	NP_477352.2	PI4KA	General	Lipid kinase activity (GO:0001727)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Golgi apparatus (GO:0005794); Cytoplasm (GO:0005737); Membrane fraction (GO:0005624)	8662589,1318025,17215244
08973	-	NP_899200.1	ADCY5	General	Adenylate cyclase activity (GO:0004016)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Plasma membrane (GO:0005886); Cytoplasm (GO:0005737)	1379717,11549699,11549699
08974	-	NP_002512.1	NPPB	General	Peptide hormone (GO:0005180)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Extracellular (GO:0005576)	12084525
08975	-	NP_077720.1	NPPC	General	Peptide hormone (GO:0005180)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Extracellular (GO:0005576)	12379507
08976	-	NP_002985.1	CXCL5	General	Chemokine activity (GO:0008009)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Endoplasmic reticulum (GO:0005783); Extracellular (GO:0005576)	9365115,8083342,1744577
08977	-	NP_115674.1	SYT3	General	Calcium ion binding (GO:0005509)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Integral to membrane (GO:0016021)	-
08978	-	NP_005928.2	MLLT6	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	none,17081983
08979	-	NP_003046.2	SLC18A3	General	Auxiliary transport protein activity (GO:0015457)	-	Transport (GO:0006810)	-	Plasma membrane (GO:0005886); Cytoplasmic vesicle (GO:0016023)	8071310,8071310
08980	-	NP_002156.2	ID1	General	Transcription regulator activity (GO:0030528)	8294468,7637581,11896613	Regulation of immune response (GO:0050776); Regulation of gene expression, epigenetic (GO:0040029); Regulation of cell proliferation (GO:0042127)	12823438,8294468,7637581,9070860,12016143,12203366,12823438,12949053	Centrosome (GO:0005813); Cytoplasm (GO:0005737); Nucleus (GO:0005634)	14755252,11085505,11085505
08980	08980_1	NP_002156.2	ID1	Isoform_specific	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	-	-
08981	-	NP_000211.1	KCNJ1	General	Ion channel activity (GO:0005216)	7929082,8621594	Ion transport (GO:0006811)	7929082,8621594	Plasma membrane (GO:0005886)	8621594
08982	-	NP_149017.2	BBS4	General	Molecular function unknown (GO:0005554)	-	Biological_process unknown (GO:0000004)	-	Centrosome (GO:0005813)	1138127
08983	-	NP_004966.1	KCNB1	General	Voltage-gated ion channel activity (GO:0005244)	-	Transport (GO:0006810)	-	Plasma membrane (GO:0005886)	12060745,12615930
08984	-	NP_000668.1	ADORA3	General	G-protein coupled receptor activity (GO:0004930)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Plasma membrane (GO:0005886); Cytoplasm (GO:0005737); Endosome (GO:0005768)	12435805,12435805,12435805
08985	-	NP_006191.2	PCSK5	General	Serine-type peptidase activity (GO:0008236)	-	Protein metabolism (GO:0019538)	-	Secretory granule (GO:0030141)	8947550
08986	-	NP_077734.1	PLA2G4A	General	Phospholipase activity (GO:0004620)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Cytoplasm (GO:0005737); Nucleus (GO:0005634)	11416127,11416127
08987	-	NP_001689.1	AUH	General	RNA binding (GO:0003723)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Mitochondrion (GO:0005739)	10072761
08988	-	NP_000950.1	PTGFR	General	G-protein coupled receptor activity (GO:0004930)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Plasma membrane (GO:0005886)	12519077
08989	-	CAC87720.2	NRXN3	General	Cell adhesion molecule activity (GO:0005194)	-	Cell communication (GO:0007154); Signal transduction (GO:0007165)	-,-	Plasma membrane (GO:0005886); Nucleus (GO:0005634)	-,17081983
08990	-	NP_005603.2	REST	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	9756936
08991	-	AAH22328.1	SFRS7	General	RNA binding (GO:0003723)	8013463	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	8013463	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	8013463,15652821,17081983,17081983
08992	-	NP_006758.2	LZTR1	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	-
08993	-	NP_004613.1	TSN	General	DNA binding (GO:0003677)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	9111049,15138261,9111049,15138261
08994	-	NP_002043.2	GATA4	General	Transcription factor activity (GO:0003700)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634)	7721094
08995	-	NP_001537.1	ID4	General	Transcription regulator activity (GO:0030528)	-	Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)	-	Nucleus (GO:0005634); Cytoplasm (GO:0005737)	14633621,9418957,9418957
08996	-	NP_004309.2	ASPH	General	Catalytic activity (GO:0003824)	-	Protein metabolism (GO:0019538)	-	Endoplasmic reticulum (GO:0005783)	11007777
08997	-	NP_003232.2	TGM4	General	Acyltransferase activity (GO:0008415)	-	Metabolism (GO:0008152); Energy pathways (GO:0006091)	-,-	Extracellular (GO:0005576)	9721214
